IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE1990;NBMEN06;RFMQ106;RFMQ206;RFMQ306;RFMIQ06;RFMD106;RFMD206;RFMD306;RFMD406;RFMD606;RFMD706;RFMD806;RFMD906;RFMRD06;RFMET06;RFMMO06;RFMGI06
592910105;ENTREE 2 BOIS-LA CHESNAIE-LES BATELIERS;59291;Hautmont;31;59;591;5969;3117;1450;9637;17656;27612;17975;1178;7538;11367;14687;20534;24731;31139;40772;34.6;32458.23;21347.35;0.4427
592950101;HAZEBROUCK 1;59295;Hazebrouck;31;59;594;5991;3113;927;13528;21639;35790;22262;7696;12052;14669;17743;26681;32220;41026;51497;6.7;27107.13;28305.58;0.4187
592950102;HAZEBROUCK 2;59295;Hazebrouck;31;59;594;5991;3113;959;13998;21059;32591;18593;7897;12419;15020;17848;24918;29741;35082;45942;5.8;26678.10;26336.26;0.3924
592950103;HAZEBROUCK 3;59295;Hazebrouck;31;59;594;5991;3113;964;13353;20609;30138;16785;7927;11970;14634;17616;23985;27808;33937;50288;6.3;34544.77;27902.48;0.4374
592950104;HAZEBROUCK 4;59295;Hazebrouck;31;59;594;5991;3113;721;14871;23216;34954;20083;10201;13622;16043;19191;27314;31513;39914;50864;5.0;30192.78;29012.98;0.3829
592950105;HAZEBROUCK 5;59295;Hazebrouck;31;59;594;5991;3113;899;15551;24895;38820;23269;10550;13994;17014;20357;29523;34357;41753;51937;4.9;23741.04;29755.61;0.3610
592950106;HAZEBROUCK 6;59295;Hazebrouck;31;59;594;5991;3113;696;22286;32339;44352;22066;15919;20832;24387;28541;36695;41706;47089;57704;3.6;22871.07;35916.72;0.2887
592950107;HAZEBROUCK 7;59295;Hazebrouck;31;59;594;5991;3113;734;11379;19387;29860;18481;3643;9175;12911;16043;23763;27474;33285;41512;11.4;16818.88;22176.64;0.3898
592950108;HAZEBROUCK 8;59295;Hazebrouck;31;59;594;5991;3113;692;17870;25326;36927;19057;11328;15676;19688;22005;30141;33996;39130;49397;4.4;30856.00;29979.71;0.3374
592950110;HAZEBROUCK 10;59295;Hazebrouck;31;59;594;5991;3113;875;16030;23563;33693;17663;10983;14996;17483;20699;27355;31474;36530;44921;4.1;22962.17;27726.56;0.3317
592990101;BEAUMONT;59299;Hem;31;59;595;5933;3111;601;16614;27369;45120;28506;10860;14237;18318;22842;32439;40108;48890;63166;5.8;23768.04;33191.90;0.3706
592990102;TROIS BAUDETS;59299;Hem;31;59;595;5933;3111;587;13822;21711;34077;20255;8324;12371;14833;17997;26335;30855;37405;46732;5.6;18128.36;25517.07;0.3582
592990103;LIONDERIE;59299;Hem;31;59;595;5933;3111;482;12854;21029;35731;22877;5741;11819;14786;18006;25788;32883;39180;50271;8.8;18343.76;25717.24;0.3857
592990201;LE TRIE;59299;Hem;31;59;595;5933;3111;708;28625;49069;76723;48099;16885;24593;32665;40715;59021;72602;86724;126344;7.5;62065.61;64950.21;0.4234
592990202;VIEUX QUARTIERS-TRIBONNERIE;59299;Hem;31;59;595;5933;3111;950;25918;39928;60157;34239;16263;23390;28683;33865;46245;55455;65789;89452;5.5;46306.92;49485.06;0.3702
592990203;VIEUX QUARTIERS-CIVRON;59299;Hem;31;59;595;5933;3111;775;18750;30540;48492;29742;12488;16613;20830;25301;36710;44326;54109;71309;5.7;41754.32;39039.34;0.3888
592990204;LA VALLEE-PETIT LANNOY;59299;Hem;31;59;595;5933;3111;709;23103;33268;43470;20367;15410;20462;26047;29749;37634;41823;48208;58418;3.8;20210.04;36443.22;0.2814
592990301;TROIS FERMES;59299;Hem;31;59;595;5933;3111;413;10854;17416;27001;16147;4456;9682;12154;14518;21670;23688;31019;40823;9.2;17169.87;21009.96;0.3997
592990302;LONGCHAMP;59299;Hem;31;59;595;5933;3111;647;4171;13386;20089;15918;0;1584;6742;10041;15689;18397;23166;30722;;12326.29;14360.55;0.4640
592990303;HAUTS CHAMPS;59299;Hem;31;59;595;5933;3111;447;11615;18776;28888;17273;5033;9943;12748;15313;22511;26435;30995;39642;7.9;15047.40;21393.92;0.3753
593240101;ZONE D'ACTIVITE;59324;Jeumont;31;59;591;5944;3117;;;;;;;;;;;;;;;;;
593240102;QUARTIER NORD;59324;Jeumont;31;59;591;5944;3117;911;11797;19624;29741;17944;2582;9935;13457;16812;22723;27479;33602;42579;16.5;16842.34;22452.97;0.3911
593240103;LE CENTRE;59324;Jeumont;31;59;591;5944;3117;765;8287;14887;23180;14893;722;6259;9599;12144;17630;21239;26142;35975;49.8;25014.73;18602.98;0.4625
593240104;GARE ET ENVIRONS;59324;Jeumont;31;59;591;5944;3117;753;12374;20611;33260;20886;3376;10550;14189;17366;24769;30068;37240;46489;13.8;19744.90;24636.52;0.4049
593240105;LE LAMBRECON;59324;Jeumont;31;59;591;5944;3117;899;10109;18986;30185;20076;1550;8251;11906;15656;22759;27921;34619;44613;28.8;19601.72;22610.97;0.4289
593240106;QUEWETTE ET BERSILLIES;59324;Jeumont;31;59;591;5944;3117;504;16908;26150;38293;21386;;;;;;;;;;;;
593280101;CESSOIE;59328;Lambersart;31;59;595;5938;3111;462;29972;45234;67831;37859;;;;;;;;;;;;
593280102;PACOT VANDRACQ;59328;Lambersart;31;59;595;5938;3111;1052;12427;17655;26689;14262;6860;11269;13409;15540;20366;24446;29152;36203;5.3;16565.05;20161.17;0.3388
593280103;RUE DE LILLE;59328;Lambersart;31;59;595;5938;3111;960;17630;27853;42852;25222;12102;15523;19149;23096;32904;38967;47310;63582;5.3;23992.31;33467.25;0.3592
593280201;BRAILLE-VERGHELLES-CITE FAMILIALE-;59328;Lambersart;31;59;595;5938;3111;721;20040;31182;47114;27074;13318;17913;22841;26867;36650;42858;50828;60574;4.5;23253.20;35520.51;0.3241
593280202;BRIQUETERIE;59328;Lambersart;31;59;595;5938;3111;628;23935;36083;50057;26122;15954;21150;26851;31629;40449;46505;54057;66634;4.2;28154.98;40502.54;0.3107
593280203;CONQUERANTS;59328;Lambersart;31;59;595;5938;3111;755;23612;34611;50634;27022;16263;21951;25592;29784;40645;47275;54777;69322;4.3;26637.59;40439.47;0.3197
593280301;CHATEAUX-CARNOY;59328;Lambersart;31;59;595;5938;3111;1092;19610;30368;48172;28563;11466;16709;21684;26111;36229;43659;53806;69288;6.0;49572.18;39734.36;0.4126
593280302;BOURG;59328;Lambersart;31;59;595;5938;3111;1712;18465;31350;55880;37415;12384;16617;20676;25218;38482;49547;63036;85960;6.9;57888.38;45637.10;0.4561
593280403;CANON D'OR;59328;Lambersart;31;59;595;5938;3111;958;24587;40497;62890;38303;13804;20720;26769;33299;48632;57760;69405;91693;6.6;38492.34;48702.82;0.3821
593280405;CHAMPS DE COURSES-DELECAUX;59328;Lambersart;31;59;595;5938;3111;747;21510;33349;55051;33541;14252;18907;23902;28758;41212;49667;61100;82238;5.8;44651.43;45692.12;0.4101
593280501;CANTELEU-AMPERE;59328;Lambersart;31;59;595;5938;3111;1540;15501;24148;37329;21828;8397;13804;17344;20277;28553;33769;41393;54638;6.5;25271.68;29468.18;0.3852
593280502;CANTELEU-COLYSEE;59328;Lambersart;31;59;595;5938;3111;878;18798;33578;57926;39128;11104;16093;20569;27061;41644;52523;64967;90460;8.1;58324.35;46536.90;0.4575
593390101;CENTRE;59339;Leers;31;59;595;5933;3110;954;17469;28248;40964;23495;12421;15557;19393;23661;32487;37383;45746;56168;4.5;21515.96;32095.41;0.3302
593390102;OUEST;59339;Leers;31;59;595;5933;3110;1455;23902;34680;47033;23131;15617;20939;26116;30810;38387;43648;50958;63653;4.1;22438.38;38014.43;0.2970
593390103;EST;59339;Leers;31;59;595;5933;3110;1059;21052;31991;45657;24605;13994;18511;23256;27829;37028;42909;49224;59602;4.3;25986.81;36067.64;0.3102
593500101;LILLE CENTRE 1;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500104;LILLE CENTRE 4;59350;Lille;31;59;595;5992;3111;1111;12819;23113;46302;33483;5916;10849;15047;18476;30083;40603;56259;90113;15.2;52215.66;39924.93;0.5339
593500105;LILLE CENTRE 5;59350;Lille;31;59;595;5992;3111;940;10226;20098;37056;26830;4638;8234;12429;16369;25307;31624;44172;69602;15.0;41665.38;32058.66;0.5304
593500106;LILLE CENTRE 6;59350;Lille;31;59;595;5992;3111;410;11940;23444;36884;24944;;;;;;;;;;;;
593500107;LILLE CENTRE 7;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500108;LILLE CENTRE 8;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500109;LILLE CENTRE 9;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500110;LILLE CENTRE 10;59350;Lille;31;59;595;5992;3111;193;13911;24228;41122;27211;;;;;;;;;;;;
593500111;LILLE CENTRE 11;59350;Lille;31;59;595;5992;3111;1218;12891;22340;36143;23252;5733;10726;14837;18956;26600;32554;42263;59478;10.4;30728.71;29753.00;0.4484
593500112;LILLE CENTRE 12;59350;Lille;31;59;595;5992;3111;1040;13473;24495;44184;30711;6180;10950;15496;20138;30672;38402;52830;75791;12.3;48354.21;37118.20;0.4991
593500113;LILLE CENTRE 13;59350;Lille;31;59;595;5992;3111;179;10283;20118;33942;23659;;;;;;;;;;;;
593500114;LILLE CENTRE 14;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500115;LILLE CENTRE 15;59350;Lille;31;59;595;5992;3111;881;11678;19720;31480;19802;4022;9356;13304;16583;24123;28702;34376;45728;11.4;20773.88;23916.10;0.4146
593500116;LILLE CENTRE 16;59350;Lille;31;59;595;5992;3111;1227;14883;23314;37103;22220;7068;13046;16837;19996;26912;32916;41611;58582;8.3;37326.14;30690.23;0.4234
593500117;LILLE CENTRE 17;59350;Lille;31;59;595;5992;3111;918;12330;21203;35283;22953;5868;10452;13768;17912;26133;31617;41431;58135;9.9;24537.82;27843.70;0.4289
593500118;LILLE CENTRE 18;59350;Lille;31;59;595;5992;3111;1613;10302;19616;34304;24002;4611;8337;12286;15828;23220;29328;40499;64141;13.9;31603.94;28662.69;0.4972
593500119;LILLE CENTRE 19;59350;Lille;31;59;595;5992;3111;1731;11367;22001;36844;25477;5226;9205;13738;17853;25512;31598;43604;67744;13.0;38316.19;31532.19;0.4997
593500201;VIEUX LILLE 1;59350;Lille;31;59;595;5992;3111;1399;15588;23975;35061;19473;;;;;;;;;;;;
593500202;VIEUX LILLE 2;59350;Lille;31;59;595;5992;3111;851;12714;22706;38970;26256;5495;10554;15175;18550;27550;34707;44883;62517;11.4;40115.83;32992.06;0.4867
593500203;VIEUX LILLE 3;59350;Lille;31;59;595;5992;3111;1209;13068;23095;39073;26005;5495;10599;15430;19163;28545;34878;44614;63857;11.6;42956.38;32206.55;0.4721
593500204;VIEUX LILLE 4;59350;Lille;31;59;595;5992;3111;1801;13283;24428;40489;27206;5984;11170;15672;20177;29041;35482;46286;66161;11.1;51273.04;34509.98;0.4903
593500205;VIEUX LILLE 5;59350;Lille;31;59;595;5992;3111;1307;13914;25693;47836;33922;6188;11811;16047;20478;31524;41210;54766;83624;13.5;57322.58;40338.16;0.5188
593500206;VIEUX LILLE 6;59350;Lille;31;59;595;5992;3111;980;14929;26428;46164;31235;7282;13090;17637;21504;32885;41344;52657;88622;12.2;89213.98;44964.59;0.5437
593500207;VIEUX LILLE 7;59350;Lille;31;59;595;5992;3111;995;10388;18544;29416;19028;3647;8547;12234;15154;22115;27196;32724;45389;12.4;22850.71;23317.47;0.4411
593500302;VAUBAN-ESQUERMES;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500303;CATINAT;59350;Lille;31;59;595;5992;3111;884;8281;16869;25779;17499;2700;6334;9739;13770;20518;24111;28591;42198;15.6;26117.63;21917.47;0.4793
593500304;CORDONNIER;59350;Lille;31;59;595;5992;3111;855;10672;19131;29471;18799;4489;8504;12874;16385;21937;26077;32467;42948;9.6;18402.12;22441.66;0.4076
593500305;COLSON;59350;Lille;31;59;595;5992;3111;919;11210;21899;35981;24771;5495;9275;13374;17682;25224;31162;41970;59909;10.9;38133.14;29751.70;0.4786
593500306;ARBONNOISE;59350;Lille;31;59;595;5992;3111;1011;10802;20379;35552;24750;5300;8607;13423;16575;25316;30521;41364;60616;11.4;31946.89;28930.23;0.4827
593500307;LILLE-ACIER;59350;Lille;31;59;595;5992;3111;1185;15831;23920;35893;20062;8518;13826;17404;20828;27504;32132;39803;52632;6.2;50409.65;30619.83;0.4078
593500308;GRANDE BRASSERIE;59350;Lille;31;59;595;5992;3111;1206;12777;22122;38096;25319;5495;10296;14883;18745;26612;33429;44080;66870;12.2;56177.86;33688.77;0.5064
593500309;LESTIBOUDOIS;59350;Lille;31;59;595;5992;3111;585;13540;26280;47281;33741;5495;10458;16510;20246;33752;41638;52477;74682;13.6;43523.30;37051.41;0.4866
593500310;CITADELLE;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593500401;MONTEBELLO;59350;Lille;31;59;595;5992;3111;970;5346;12984;24933;19587;0;4489;7184;10354;16590;21117;28697;39931;;19497.68;18126.37;0.5087
593500402;SARRAZINS;59350;Lille;31;59;595;5992;3111;863;5859;13502;20738;14879;0;4244;7918;10909;15915;18728;23824;31929;;15261.51;15973.48;0.4635
593500403;MAGENTA-FOMBELLO;59350;Lille;31;59;595;5992;3111;799;6563;13230;19945;13382;366;5051;8038;11054;15728;18128;22989;29693;81.1;11982.70;14862.17;0.4242
593500404;FLANDRE;59350;Lille;31;59;595;5992;3111;1562;9150;17741;28903;19753;3571;7482;11133;14672;21052;25871;32527;46519;13.0;21201.03;22575.42;0.4438
593500405;BRIGODE;59350;Lille;31;59;595;5992;3111;1043;12275;23288;37173;24898;5495;9600;14560;18606;27618;33422;42954;58789;10.7;27868.55;29541.71;0.4433
593500406;FRANKLIN;59350;Lille;31;59;595;5992;3111;1652;11313;19951;31206;19893;5422;8998;13379;16872;23410;28843;34901;46786;8.6;23233.10;24921.45;0.4275
593500407;STATIONS;59350;Lille;31;59;595;5992;3111;1290;9249;18227;31086;21837;3596;7217;11114;14968;22465;27508;36246;54011;15.0;29750.50;25762.96;0.4942
593500408;JUSTICE;59350;Lille;31;59;595;5992;3111;1175;5346;13285;21650;16304;0;3107;6819;10199;15917;19522;24013;32475;;15474.76;15835.99;0.4831
593500409;MAIRIE;59350;Lille;31;59;595;5992;3111;1247;8016;15460;28113;20097;2575;6218;9606;12331;19683;24881;33305;52938;20.6;30208.98;23558.44;0.5168
593500410;BARTHELEMY;59350;Lille;31;59;595;5992;3111;876;10919;18763;29596;18677;;;;;;;;;;;;
593500501;STRASBOURG;59350;Lille;31;59;595;5992;3111;185;2001;8976;17235;15234;0;127;3436;6028;12666;15921;19855;26948;;10932.25;11392.19;0.5215
593500502;SECLIN;59350;Lille;31;59;595;5992;3111;1050;5382;13235;21145;15763;0;3290;6962;10289;15702;19327;24145;33563;;16797.13;16097.19;0.4885
593500503;ARSENAL;59350;Lille;31;59;595;5992;3111;1068;7459;15526;25286;17828;433;5413;9365;12864;18794;22774;28221;36590;84.5;16118.13;18347.41;0.4423
593500504;FAC DE DROIT;59350;Lille;31;59;595;5992;3111;1361;6955;14756;23441;16486;594;5346;8591;12261;17335;21175;26273;34421;57.9;18542.51;17962.80;0.4641
593500506;ARRAS;59350;Lille;31;59;595;5992;3111;1951;8042;16204;26178;18136;1722;6172;9969;13252;19306;23547;29114;37299;21.7;19148.82;19500.00;0.4415
593500507;BELFORT;59350;Lille;31;59;595;5992;3111;614;4696;11636;18265;13569;0;1330;6033;9205;13938;16608;20675;28343;;11308.97;12976.23;0.4659
593500508;TREVISE;59350;Lille;31;59;595;5992;3111;1088;9099;16568;25768;16669;2371;7037;10716;14018;19686;23359;28778;37552;15.8;19284.25;19858.93;0.4297
593500601;BALTIQUE-VIEUX FAUBOURG;59350;Lille;31;59;595;5992;3111;921;13843;21762;32841;18998;6680;12038;15014;18208;25133;29672;35949;46647;7.0;20680.86;25648.24;0.3798
593500602;CONCORDE 1;59350;Lille;31;59;595;5992;3111;633;5346;11127;16756;11410;0;2629;6596;9052;12982;15516;18551;25208;;9878.65;12185.86;0.4372
593500603;VERHAEREN;59350;Lille;31;59;595;5992;3111;676;8105;14697;19930;11825;776;5729;10171;12552;16277;18557;21911;28480;36.7;12123.99;15410.59;0.3895
593500604;CONCORDE 2;59350;Lille;31;59;595;5992;3111;669;3630;10212;17186;13556;0;1618;5222;7863;12859;15918;19228;25048;;10692.58;11893.41;0.4754
593500701;CHR;59350;Lille;31;59;595;5992;3111;56;11788;19610;35333;23545;;;;;;;;;;;;
593500702;FAUBOURG DES POSTES A;59350;Lille;31;59;595;5992;3111;671;9600;16978;28075;18475;2700;7904;11353;14084;20326;25687;31462;40637;15.1;17471.08;20512.33;0.4171
593500703;FAUBOURG DES POSTES B;59350;Lille;31;59;595;5992;3111;853;9198;16280;24976;15778;954;6977;11157;14071;18672;21997;28289;35865;37.6;15048.28;18690.75;0.4149
593500704;CROISETTE A;59350;Lille;31;59;595;5992;3111;660;5206;12527;18642;13436;0;2406;7288;10227;14732;17395;20796;28221;;11847.21;13754.62;0.4519
593500705;CROISETTE B;59350;Lille;31;59;595;5992;3111;863;3060;10936;16740;13680;0;1376;5191;7819;13439;15765;19139;24776;;9998.48;11772.12;0.4658
593500706;GIRAUDOUX;59350;Lille;31;59;595;5992;3111;607;5346;13785;22981;17635;0;4110;7419;11583;16743;20271;25899;34365;;17242.67;16483.18;0.4683
593500707;400 MAISONS-CIMETIERE DU SUD;59350;Lille;31;59;595;5992;3111;782;7783;13866;21910;14127;1719;5958;9364;11912;16718;20236;24561;33533;19.5;12273.30;16286.12;0.4088
593500709;LOPOFA-TUDOR;59350;Lille;31;59;595;5992;3111;119;7096;15593;25222;18126;;;;;;;;;;;;
593500710;FAUBOURG DE DOUAI;59350;Lille;31;59;595;5992;3111;1112;14384;23853;38309;23925;8065;12491;15863;19185;28987;35398;42563;57216;7.1;24644.01;28932.82;0.3909
593500711;BALZAC-LAZARRE GARREAU;59350;Lille;31;59;595;5992;3111;782;8358;14959;23475;15117;1132;5867;9660;12374;17869;21138;26669;33396;29.5;13808.31;17123.42;0.4146
593500801;MARX DORMOY;59350;Lille;31;59;595;5992;3111;709;17367;25886;35985;18618;;;;;;;;;;;;
593500802;CANTELEU;59350;Lille;31;59;595;5992;3111;941;15077;25117;40881;25804;7861;13359;17011;21259;29323;37233;45283;63053;8.0;23361.67;30819.60;0.3942
593500803;VIEUX BOIS-BLANCS;59350;Lille;31;59;595;5992;3111;847;10859;18890;30958;20099;4154;9000;12215;15538;23392;28043;34553;44914;10.8;18843.14;22991.80;0.4170
593500804;AVIATEURS;59350;Lille;31;59;595;5992;3111;605;7540;14238;23267;15727;576;5628;9098;11998;16775;21244;25875;34371;59.7;13910.65;16872.97;0.4310
593500901;BUISSON;59350;Lille;31;59;595;5992;3111;1591;19443;31940;51361;31918;11396;17699;21775;26397;38620;46175;57584;74306;6.5;31529.43;39741.81;0.3880
593500902;NOTRE DAME DE PELLEVOISIN;59350;Lille;31;59;595;5992;3111;990;20693;33108;51959;31266;12937;18373;23078;28381;38998;47693;58251;78623;6.1;42015.38;42876.88;0.4033
593500903;PELLEVOISIN-ROUGES BARRES;59350;Lille;31;59;595;5992;3111;741;16092;24819;35992;19900;9000;14749;17879;21062;28814;33353;39751;52356;5.8;20415.80;28655.08;0.3499
593500905;SAINT-MAURICE-CIMETIERE DE L'EST;59350;Lille;31;59;595;5992;3111;1009;15611;24409;38911;23300;7606;13260;17297;21025;28771;35510;44013;61288;8.1;40327.90;32397.78;0.4289
593500906;SAINT-MAURICE DES CHAMPS;59350;Lille;31;59;595;5992;3111;1155;14030;23870;39831;25801;6548;11605;15560;19508;28548;34953;44547;64710;9.9;35009.21;31796.12;0.4467
593500907;SAINT-MAURICE-BRIQUETERIE;59350;Lille;31;59;595;5992;3111;1035;12673;21861;36977;24304;7033;10693;14844;18529;26691;33076;42082;58293;8.3;22610.24;28110.76;0.4128
593500908;SAINT-MAURICE-SAINT-GABRIEL;59350;Lille;31;59;595;5992;3111;977;10311;19421;37320;27009;2952;7922;11936;15538;25089;32643;43137;66996;22.7;31403.80;29086.47;0.5041
593501001;CENTRE;59350;Lille;31;59;595;5992;3111;896;6276;14476;24515;18239;0;3961;7830;11418;17670;21674;28479;41730;;17658.86;18292.87;0.4880
593501002;ENTREE LILLE FIVES;59350;Lille;31;59;595;5992;3111;929;7566;15356;25658;18092;1463;5478;9563;12350;18382;22367;29581;37647;25.7;87421.25;21487.56;0.5201
593501003;CAULIER;59350;Lille;31;59;595;5992;3111;1170;8143;15412;26133;17990;1066;6446;9931;13218;18456;23060;29640;41431;38.9;19039.02;19924.51;0.4593
593501004;MARBRERIE;59350;Lille;31;59;595;5992;3111;875;9124;17360;30407;21283;1607;7354;10732;14006;21294;27343;33876;45315;28.2;20006.80;21862.25;0.4495
593501005;LANNOY;59350;Lille;31;59;595;5992;3111;879;8004;16351;28247;20243;634;6100;10025;13177;20296;25510;32846;48249;76.1;19097.48;20950.13;0.4647
593501006;CONVENTION;59350;Lille;31;59;595;5992;3111;855;11031;18515;30757;19726;3485;9483;12574;15571;22768;27980;36102;50135;14.4;23898.11;24338.60;0.4423
593501007;MONT DE TERRE;59350;Lille;31;59;595;5992;3111;1473;11192;18936;31310;20118;3590;9153;12945;16060;23739;28570;34338;44388;12.4;17910.56;22594.32;0.3973
593501008;PETIT MAROC;59350;Lille;31;59;595;5992;3111;708;11585;17934;29936;18351;2862;9352;12945;15777;21568;27213;32436;39058;13.6;17313.07;21456.35;0.3943
593502401;EPINE MONT DE TERRE 1;59350;Lille;31;59;595;5992;3111;;;;;;;;;;;;;;;;;
593502402;EPINE MONT DE TERRE 2;59350;Lille;31;59;595;5992;3111;511;13763;23485;35956;22193;5194;12085;15735;19229;28424;33071;38110;46412;8.9;15766.18;25203.59;0.3546
593502403;EPINE MONT DE TERRE 3;59350;Lille;31;59;595;5992;3111;961;16551;27721;40177;23626;8280;14672;18553;22997;31538;37178;43789;52958;6.4;20719.58;30137.83;0.3452
593502404;EPINE MONT DE TERRE 4;59350;Lille;31;59;595;5992;3111;714;14964;24469;35147;20183;7342;13361;16934;20858;28355;32921;37697;45663;6.2;15018.65;25841.18;0.3269
593502405;EPINE MONT DE TERRE 5;59350;Lille;31;59;595;5992;3111;172;11321;18781;28538;17218;;;;;;;;;;;;
593502501;CENTRE 1;59350;Lille;31;59;595;5992;3111;679;17080;27648;39816;22736;8918;14744;19119;22426;32260;37385;42732;50861;5.7;19660.88;30077.63;0.3375
593502502;CENTRE 2;59350;Lille;31;59;595;5992;3111;831;13299;21795;34203;20904;5495;11367;14650;17820;26619;31907;37551;47353;8.6;20057.77;25606.57;0.3859
593502503;CENTRE 3;59350;Lille;31;59;595;5992;3111;836;11265;17319;26874;15609;4158;9199;12300;14924;20296;24223;29311;37051;8.9;16588.80;20219.04;0.3831
593502601;LES SARTS 1;59350;Lille;31;59;595;5992;3111;876;9595;15201;23793;14198;2710;7901;10937;13363;17522;21088;26665;33678;12.4;15738.21;18200.94;0.4063
593502602;LES SARTS 2;59350;Lille;31;59;595;5992;3111;736;16578;25503;38072;21494;10279;14686;18163;21729;29990;35164;41300;50888;5.0;18823.68;28972.82;0.3333
593502603;LES SARTS 3;59350;Lille;31;59;595;5992;3111;635;17657;29271;42306;24649;11126;15691;20002;24565;34178;39139;45354;53545;4.8;20752.71;31543.05;0.3243
593502701;ZONE D ACTIVITE-MIN;59350;Lille;31;59;595;5992;3111;125;23001;35611;46179;23178;;;;;;;;;;;;
593502702;BOURG DELIVRANCE 2;59350;Lille;31;59;595;5992;3111;559;17930;25824;35664;17734;13221;16471;18895;22248;29096;33235;39068;48923;3.7;14983.73;28438.26;0.2843
593502703;BOURG DELIVRANCE 3;59350;Lille;31;59;595;5992;3111;736;18915;27908;42052;23137;12529;16893;20619;24322;32306;38009;46566;58938;4.7;23073.36;33076.32;0.3405
593502704;BOURG DELIVRANCE 4;59350;Lille;31;59;595;5992;3111;838;16814;27490;42953;26139;10850;15260;18940;22823;32177;38388;48625;63300;5.8;34264.08;34133.07;0.3925
593502705;BOURG DELIVRANCE 5;59350;Lille;31;59;595;5992;3111;754;15389;24429;37378;21989;10503;13933;16598;19909;29251;34271;41348;55625;5.3;22629.80;30017.40;0.3685
