IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE1990;NBMEN06;RFMQ106;RFMQ206;RFMQ306;RFMIQ06;RFMD106;RFMD206;RFMD306;RFMD406;RFMD606;RFMD706;RFMD806;RFMD906;RFMRD06;RFMET06;RFMMO06;RFMGI06
372611003;LA FUYE VELPEAU 3;37261;Tours;24;37;372;3799;2441;1048;13399;21944;33873;20474;6616;11698;14982;17685;25981;31296;38238;54797;8.3;21629.87;26765.26;0.3989
372611004;LA FUYE VELPEAU 4;37261;Tours;24;37;372;3799;2441;1123;14461;22374;34580;20119;8418;13022;15767;18814;26261;30755;39363;53393;6.3;21342.32;27574.96;0.3803
372611101;SANITAS-ROTONDE 1;37261;Tours;24;37;372;3799;2441;1074;5496;11702;18297;12801;0;3712;6865;9573;13952;16968;19749;27913;;11270.17;13360.89;0.4431
372611102;SANITAS-ROTONDE 2;37261;Tours;24;37;372;3799;2441;617;3042;10151;16596;13554;0;1406;5082;7706;12328;15081;18929;25537;;10527.74;11696.07;0.4817
372611103;SANITAS-ROTONDE 3;37261;Tours;24;37;372;3799;2441;1024;8175;14245;20338;12164;2016;6848;9578;12160;15961;18651;22520;31496;15.6;14192.25;16436.03;0.4112
372611104;SANITAS-ROTONDE 4;37261;Tours;24;37;372;3799;2441;946;9230;14523;21534;12304;3658;7912;10251;12635;16480;19700;23779;30374;8.3;10658.19;16174.19;0.3584
372611105;SANITAS-ROTONDE 5;37261;Tours;24;37;372;3799;2441;762;7676;14457;21895;14219;1518;5832;9830;12381;16530;20372;24774;33949;22.4;12840.93;16622.08;0.4138
372611201;BEAUjARDIN 1;37261;Tours;24;37;372;3799;2441;1021;13656;20646;30284;16628;8043;12150;14985;17794;23833;27658;33198;40926;5.1;16249.66;23439.00;0.3410
372611202;BEAUjARDIN 2;37261;Tours;24;37;372;3799;2441;923;14003;21065;31431;17428;8549;12450;15064;17691;25008;29486;33988;42928;5.0;15162.06;23854.78;0.3324
372611301;ROCHEPINARD;37261;Tours;24;37;372;3799;2441;989;10786;17542;28806;18020;3197;8659;12507;15174;20775;26290;31992;40581;12.7;14778.79;20659.10;0.3874
372611401;SAINT-SYMPHORIEN 1;37261;Tours;24;37;372;3799;2441;1472;15558;23192;34017;18459;10355;14045;16803;19731;27404;31666;37273;49661;4.8;28429.86;27875.14;0.3530
372611402;SAINT-SYMPHORIEN 2;37261;Tours;24;37;372;3799;2441;1535;17158;26434;38019;20861;12361;15686;19015;22885;30957;35099;41398;51312;4.2;20508.54;30437.95;0.3209
372611403;SAINT-SYMPHORIEN 3;37261;Tours;24;37;372;3799;2441;806;11824;17907;27602;15778;5185;10337;13380;15389;20949;25040;30915;39590;7.6;17295.30;21659.91;0.3883
372611404;SAINT-SYMPHORIEN 4;37261;Tours;24;37;372;3799;2441;1227;16302;24455;36772;20470;10474;14578;18102;21356;28231;33285;40687;54861;5.2;26365.57;30481.07;0.3698
372611405;SAINT-SYMPHORIEN 5;37261;Tours;24;37;372;3799;2441;1071;14203;22329;34351;20148;8005;12982;15702;18408;26514;31230;37592;53388;6.7;25175.76;28124.98;0.3986
372611501;SAINTE-RADEGONDE 1;37261;Tours;24;37;372;3799;2441;1326;16857;27728;40761;23904;10597;15308;19068;23107;31958;36797;44399;57184;5.4;24901.90;32116.23;0.3602
372611502;SAINTE-RADEGONDE 2;37261;Tours;24;37;372;3799;2441;1243;14798;23805;38580;23782;7221;12784;15883;19283;28821;34367;43529;59962;8.3;30112.91;30829.93;0.4207
372611601;PAUL BERT;37261;Tours;24;37;372;3799;2441;1278;14583;23843;40988;26405;8084;12670;16219;19358;28814;35773;46939;64534;8.0;43888.31;33002.61;0.4428
372611701;EUROPE 1;37261;Tours;24;37;372;3799;2441;694;16094;23760;31922;15828;12194;14997;17766;20637;26291;29513;33938;41151;3.4;13236.40;25596.10;0.2714
372611702;EUROPE 2;37261;Tours;24;37;372;3799;2441;691;16355;22881;30276;13921;11391;14986;17167;19866;25566;28921;33399;39940;3.5;12861.37;24633.46;0.2756
372611703;EUROPE 3;37261;Tours;24;37;372;3799;2441;870;12693;16942;24528;11835;7689;11744;13678;15342;19041;22660;27548;33022;4.3;10618.21;19062.65;0.3003
372611704;EUROPE 4;37261;Tours;24;37;372;3799;2441;755;8346;13864;20794;12448;2202;6870;9836;12179;16262;19018;22937;29058;13.2;10462.31;15404.90;0.3697
372611705;EUROPE 5;37261;Tours;24;37;372;3799;2441;920;17128;23412;32850;15723;12277;15636;18109;20784;26408;30568;35656;43987;3.6;14718.46;26258.42;0.2829
372611706;EUROPE 6;37261;Tours;24;37;372;3799;2441;814;12683;19173;28234;15551;6943;11611;14155;16210;22497;26221;30896;38265;5.5;14955.49;21581.28;0.3377
372611801;DOUETS MILLETIERE 1;37261;Tours;24;37;372;3799;2441;564;23146;32138;43608;20462;17076;21668;24715;28751;35847;40919;47072;55428;3.2;17544.48;35023.13;0.2565
372611802;DOUETS MILLETIERE 2;37261;Tours;24;37;372;3799;2441;764;18127;26670;36830;18703;13542;16772;20025;23668;30534;34157;39725;48404;3.6;14413.97;28859.28;0.2748
372611803;DOUETS MILLETIERE 3;37261;Tours;24;37;372;3799;2441;;;;;;;;;;;;;;;;;
372611901;MONTjOYEUX;37261;Tours;24;37;372;3799;2441;1128;13499;22007;32557;19058;5818;11875;15191;18338;25610;29665;35862;44795;7.7;17828.03;24580.32;0.3651
372612001;LA BERGEONNERIE;37261;Tours;24;37;372;3799;2441;754;12287;18474;27232;14945;3270;9085;13536;15801;22046;25571;28984;36450;11.1;13571.75;20201.25;0.3556
372612101;LES FONTAINES 1;37261;Tours;24;37;372;3799;2441;1196;16043;25216;37323;21281;10298;14757;17710;21539;29615;34777;41163;50742;4.9;20755.98;28850.23;0.3349
372612102;LES FONTAINES 2;37261;Tours;24;37;372;3799;2441;1057;12646;17288;24238;11592;7084;11306;13732;15451;19421;21983;26647;33098;4.7;11021.16;19052.61;0.3056
372612103;LES FONTAINES 3;37261;Tours;24;37;372;3799;2441;1520;5801;12410;18427;12627;0;4001;7354;10090;14422;16431;20340;26955;;10272.24;13298.03;0.4201
372612201;DEUX LIONS GLORIETTE;37261;Tours;24;37;372;3799;2441;520;15567;22628;33054;17487;;;;;;;;;;;;
380530101;ST-MICHEL;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1346;12632;18555;30073;17441;7008;10949;13760;16099;21955;27008;34484;48028;6.9;30377.11;25656.13;0.4294
380530102;OISELET-LA-GRIVE;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1233;16516;24650;36822;20306;10230;14833;17764;20926;28546;33408;40233;51212;5.0;61354.64;30172.46;0.3730
380530201;CENTRE VILLE EST;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1181;13960;20977;34255;20295;8805;12766;15148;17964;25551;31045;37507;50153;5.7;29414.21;27836.53;0.4027
380530202;CHAMPARET;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1585;15001;21779;32140;17139;10238;13729;16141;18894;24976;29532;35653;44653;4.4;26331.22;26217.15;0.3504
380530301;PRE BENIT;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1562;15065;22529;33798;18733;10143;13866;16406;18863;26695;30911;38140;48415;4.8;25572.01;27735.84;0.3647
380530302;MONTBERNIER;38053;Bourgoin-Jallieu;82;38;382;3894;8215;1110;22668;37094;55765;33097;14582;20311;25576;31151;42914;51861;62123;78381;5.4;39950.17;45171.74;0.3734
380530401;PRE TILLON;38053;Bourgoin-Jallieu;82;38;382;3894;8215;841;12479;18201;27147;14668;6139;11027;13751;15702;21069;24583;29118;36077;5.9;13164.94;20282.51;0.3368
380530402;CHAMPFLEURI;38053;Bourgoin-Jallieu;82;38;382;3894;8215;747;12063;19015;28929;16866;5784;10256;13692;15882;22415;26558;31325;39320;6.8;16284.68;21781.97;0.3611
380530403;PRE POMMIER;38053;Bourgoin-Jallieu;82;38;382;3894;8215;694;15803;25214;35954;20151;9883;14717;17510;20788;29357;33565;38789;48332;4.9;16710.97;27655.46;0.3212
381510101;OUEST-NORD;38151;Echirolles;82;38;381;3895;8223;979;18777;30680;45587;26810;12223;16425;21637;26570;35919;42019;49143;62140;5.1;23294.35;35088.20;0.3378
381510102;COMBOIRE;38151;Echirolles;82;38;381;3895;8223;;;;;;;;;;;;;;;;;
381510103;VISCOSE-LUIRE;38151;Echirolles;82;38;381;3895;8223;1373;12840;20250;33010;20170;5799;11255;14225;16894;24640;30122;37186;48222;8.3;18567.87;24817.35;0.3889
381510104;OUEST-SUD;38151;Echirolles;82;38;381;3895;8223;1350;18116;25701;36336;18220;12570;16408;19519;22495;29567;34125;38898;47002;3.7;15912.98;28593.40;0.2878
381510201;ZA DU CENTRE;38151;Echirolles;82;38;381;3895;8223;;;;;;;;;;;;;;;;;
381510202;CENTRE;38151;Echirolles;82;38;381;3895;8223;1564;17254;26427;39347;22093;11462;15680;18851;22816;30789;36087;42809;54525;4.8;20054.79;30592.30;0.3378
381510203;VILLAGE 2;38151;Echirolles;82;38;381;3895;8223;904;11555;17749;25996;14441;4959;9908;12534;14848;20196;23731;28690;40387;8.1;14063.12;20226.90;0.3690
381510301;LES GRANGES-SUD;38151;Echirolles;82;38;381;3895;8223;811;16941;26669;40165;23224;8811;15160;18920;22822;31585;37315;44907;55479;6.3;18638.11;30034.48;0.3411
381510302;LES GRANGES-NORD;38151;Echirolles;82;38;381;3895;8223;836;17415;28582;41617;24203;9521;14902;19398;24350;33775;38855;43724;53493;5.6;17604.11;30200.05;0.3251
381510303;SURIEUX;38151;Echirolles;82;38;381;3895;8223;1030;11783;19069;29050;17267;5431;10017;13129;15748;22421;27001;31602;39603;7.3;14045.19;21256.32;0.3589
381510305;LES ESSARTS-SUD;38151;Echirolles;82;38;381;3895;8223;654;10242;17607;26972;16730;4203;8847;11661;14395;20415;24746;30494;37646;9.0;13227.77;19617.96;0.3719
381510306;LES ESSARTS-NORD;38151;Echirolles;82;38;381;3895;8223;812;11735;18614;29176;17441;3973;9765;12980;16025;21784;26220;31927;38915;9.8;15611.32;21377.91;0.3761
381510401;FRANGE VERTE-COMMANDERIE;38151;Echirolles;82;38;381;3895;8223;1273;22617;34462;49315;26698;15298;20615;25070;29904;39330;45742;53616;66283;4.3;21580.44;38298.94;0.2990
381510402;MAIRIE-LANGEVIN;38151;Echirolles;82;38;381;3895;8223;2219;18647;28684;40919;22272;12610;16925;20354;24549;33280;38243;43969;54220;4.3;17963.68;31454.38;0.3043
381580101;SUD EST;38158;Eybens;82;38;381;3855;8223;1245;21407;34037;52269;30862;13951;18903;24107;28490;39602;47030;57838;75053;5.4;33579.34;40894.02;0.3578
381580102;NORD;38158;Eybens;82;38;381;3855;8223;1083;18653;28892;41715;23062;11679;16694;20453;24705;33604;38282;45723;57074;4.9;21501.27;32415.77;0.3294
381580103;SUD OUEST;38158;Eybens;82;38;381;3855;8223;1258;20062;32224;50279;30217;13429;18199;22302;27467;37960;46238;54666;71675;5.3;34268.04;39102.92;0.3692
381690101;ARISTIDE-BRIAND;38169;Fontaine;82;38;381;3896;8223;1234;14100;22706;36757;22657;6996;12350;15486;18775;27167;33397;40216;50727;7.3;19476.49;26959.28;0.3745
381690102;DRAC-VERCORS;38169;Fontaine;82;38;381;3896;8223;988;15126;23260;36105;20979;8428;13180;16386;19328;27695;33292;39023;48558;5.8;19452.70;27167.86;0.3575
381690103;BASTILLE;38169;Fontaine;82;38;381;3896;8223;570;14435;21598;32240;17805;9054;12933;15925;18512;25114;28982;36166;43102;4.8;15326.00;24527.19;0.3297
381690104;MAIRIE;38169;Fontaine;82;38;381;3896;8223;1410;15891;23468;34455;18564;10169;14355;17172;20106;27130;32309;36982;46235;4.5;16253.79;26516.03;0.3196
381690105;CURIE-ROLLAND;38169;Fontaine;82;38;381;3896;8223;824;14263;21367;31403;17140;9158;12852;15632;18456;24958;29210;34147;41437;4.5;14732.67;23941.24;0.3208
381690106;LES BUISSONNEES;38169;Fontaine;82;38;381;3896;8223;850;14090;21880;33287;19197;8848;12215;15217;18194;25890;30415;36806;46025;5.2;18789.98;25540.72;0.3538
381690107;LES ALPES;38169;Fontaine;82;38;381;3896;8223;831;13765;22104;33750;19985;7730;12403;15169;18682;26027;31038;36858;47207;6.1;16520.69;25394.86;0.3523
381690108;LES FLORALIES;38169;Fontaine;82;38;381;3896;8223;819;14749;21543;31890;17141;9199;13221;16286;18908;25113;29378;35252;43066;4.7;13968.78;24470.35;0.3101
381690109;AMBROISE-CROIZAT;38169;Fontaine;82;38;381;3896;8223;874;18357;27681;38315;19958;12362;16451;19960;23679;31044;35693;42066;50944;4.1;18019.53;30375.39;0.3086
381690110;POYA-PLANS;38169;Fontaine;82;38;381;3896;8223;935;19022;29300;42591;23569;12392;16479;20654;24674;33899;39731;46389;58246;4.7;22956.57;33166.28;0.3308
381690111;ZONE-INDUSTRIELLE;38169;Fontaine;82;38;381;3896;8223;;;;;;;;;;;;;;;;;
381690112;LES VOUILLANDS;38169;Fontaine;82;38;381;3896;8223;;;;;;;;;;;;;;;;;
381850101;POLYGONE;38185;Grenoble;82;38;381;3898;8223;;;;;;;;;;;;;;;;;
381850102;JEAN MACE;38185;Grenoble;82;38;381;3898;8223;1005;14474;22206;36143;21669;7118;12321;16184;19165;26346;31984;40275;55367;7.8;22601.67;28085.70;0.3949
381850103;EUROPOLE;38185;Grenoble;82;38;381;3898;8223;1149;14266;25143;39472;25206;6083;11840;16086;20263;29419;35365;43027;53829;8.8;21283.60;28436.36;0.3822
381850104;DIDEROT;38185;Grenoble;82;38;381;3898;8223;1316;15072;24758;38444;23372;8056;12961;16744;20335;29682;35367;42445;55890;6.9;35608.46;30305.27;0.3936
381850105;GARE;38185;Grenoble;82;38;381;3898;8223;788;14464;25826;43125;28661;7271;12649;16716;21018;31412;38852;48781;64436;8.9;29358.04;32887.53;0.4223
381850106;COURS BERRIAT;38185;Grenoble;82;38;381;3898;8223;1244;11927;19317;30249;18322;5934;10198;13573;16261;22181;27038;33641;44501;7.5;18264.05;23098.17;0.3846
381850107;GABRIEL PERI;38185;Grenoble;82;38;381;3898;8223;1265;12403;20557;33484;21081;5790;10641;14112;16957;24924;30024;36610;51723;8.9;23446.10;26222.67;0.4199
381850108;BERRIAT-AMPERE;38185;Grenoble;82;38;381;3898;8223;1253;12673;19896;33102;20429;6132;11026;13914;17012;24749;29496;36974;49536;8.1;19499.32;24973.49;0.3925
381850109;SAINT-BRUNO;38185;Grenoble;82;38;381;3898;8223;1557;13159;21168;34095;20936;6418;11402;14744;17789;25714;31069;38404;52867;8.2;20760.14;26482.56;0.3974
381850110;WALDEC ROUSSEAU;38185;Grenoble;82;38;381;3898;8223;960;13053;20423;32339;19286;6195;11259;14837;17708;24604;29196;35827;49400;8.0;32902.93;25956.55;0.4070
381850111;LUSTUCRU;38185;Grenoble;82;38;381;3898;8223;1470;14751;23710;37648;22897;7200;12442;16348;19789;28513;34057;41200;53276;7.4;22529.95;28303.10;0.3809
381850201;ESPLANADE;38185;Grenoble;82;38;381;3898;8223;605;12970;20627;35716;22746;5962;11346;14339;17405;26295;31231;40637;57142;9.6;29900.19;28566.26;0.4421
381850202;SAINT-LAURENT-LAVALETTE;38185;Grenoble;82;38;381;3898;8223;1030;9669;17729;29225;19556;4323;8149;11005;14224;21592;26922;33931;49579;11.5;22058.33;23416.86;0.4517
381850203;JEAN JAURES;38185;Grenoble;82;38;381;3898;8223;902;16754;29852;50926;34172;7818;13914;19335;24443;36254;45958;56756;80022;10.2;44853.63;40565.04;0.4518
381850204;CREQUI-VICTOR HUGO;38185;Grenoble;82;38;381;3898;8223;1007;19102;37098;63173;44071;8974;15363;22369;29090;46797;56080;71826;98140;10.9;67656.94;50563.73;0.4711
381850205;GRENETTE;38185;Grenoble;82;38;381;3898;8223;991;11930;23165;45573;33643;4710;10191;14215;18194;30224;39641;53260;77119;16.4;39960.65;35363.82;0.5036
381850206;SAINT-ANDRE;38185;Grenoble;82;38;381;3898;8223;948;14377;26423;48103;33726;7220;11866;16138;20201;32542;42202;53746;80326;11.1;36002.36;36416.61;0.4607
381850207;NOTRE DAME;38185;Grenoble;82;38;381;3898;8223;855;9897;18550;36373;26476;4738;8231;11420;14956;24644;31974;41583;63212;13.3;38440.80;28914.81;0.5038
381850208;TROIS COURS;38185;Grenoble;82;38;381;3898;8223;827;18761;31036;47346;28585;10584;16221;20892;26252;35955;43170;52948;67026;6.3;25324.79;36178.20;0.3665
381850209;ILE VERTE-SAINT ROCH;38185;Grenoble;82;38;381;3898;8223;902;17161;27069;43376;26215;10967;15062;19051;22958;32933;39231;48087;63727;5.8;26949.46;34300.72;0.3837
381850210;ILE VERTE-MARECHAL RANDON;38185;Grenoble;82;38;381;3898;8223;1172;17704;27459;44765;27061;11120;15723;19398;22989;33097;40780;50580;65759;5.9;31250.28;35691.91;0.3915
381850211;GENISSIEU;38185;Grenoble;82;38;381;3898;8223;1312;14621;24080;39828;25207;7490;12336;16451;20183;28985;35564;45637;61196;8.2;26168.20;30778.60;0.4089
381850212;PREFECTURE;38185;Grenoble;82;38;381;3898;8223;1086;17896;31362;52719;34823;8965;15265;20253;24689;38385;46930;59888;85647;9.6;46654.13;43106.62;0.4582
381850213;HEBERT-MUTUALITE;38185;Grenoble;82;38;381;3898;8223;981;18604;29980;48477;29873;10602;16602;20087;25159;36390;43816;55261;76644;7.2;41512.83;40194.80;0.4259
381850214;AIGLE;38185;Grenoble;82;38;381;3898;8223;929;14548;22972;36619;22071;7902;12928;15969;19374;27634;32827;44119;59640;7.5;28372.03;30205.63;0.4139
381850215;CHAMPIONNET;38185;Grenoble;82;38;381;3898;8223;1274;14943;23801;39364;24421;7730;13061;16386;19989;29159;34775;44208;59090;7.6;28382.51;31123.26;0.4132
381850216;HOCHE;38185;Grenoble;82;38;381;3898;8223;608;14346;22169;36880;22535;8575;12411;15482;18957;26716;33521;39463;52988;6.2;20896.01;27692.97;0.3798
381850301;DRAC-AMPERE;38185;Grenoble;82;38;381;3898;8223;1063;16682;24703;38112;21430;10827;15393;18260;21490;28605;34947;41318;55659;5.1;18175.02;29127.60;0.3351
381850302;CLINIQUE MUTUALISTE;38185;Grenoble;82;38;381;3898;8223;1048;13892;20641;29795;15903;7638;11911;15266;17759;23809;27791;32431;40587;5.3;15775.18;23174.91;0.3371
381850303;VALLIER;38185;Grenoble;82;38;381;3898;8223;1083;14618;20999;31286;16668;9037;13019;15728;18216;24526;28762;34099;42617;4.7;19434.29;24274.69;0.3303
381850304;JAURES-VALLIER;38185;Grenoble;82;38;381;3898;8223;1125;14080;21357;32003;17923;7409;12699;15663;18002;24142;29057;35360;46601;6.3;17691.11;24799.56;0.3544
381850305;EAUX CLAIRES-CHAMPS ELYSEES;38185;Grenoble;82;38;381;3898;8223;951;14623;22727;34128;19505;8352;13078;16371;19599;26758;31886;37705;48688;5.8;20630.71;27172.65;0.3647
381850306;SIDI-BRAHIM;38185;Grenoble;82;38;381;3898;8223;1064;15299;22725;34378;19080;9000;13887;16570;19497;27246;31821;38247;51451;5.7;44687.99;29225.52;0.3946
381850307;EAUX CLAIRES-PAINLEVE;38185;Grenoble;82;38;381;3898;8223;1086;17600;26846;39268;21668;11188;15879;19332;22897;30518;36280;43077;53091;4.7;19376.35;30317.83;0.3275
381850308;HOUILLE BLANCHE;38185;Grenoble;82;38;381;3898;8223;930;15669;24544;38763;23094;9868;13818;17265;20720;29283;35350;42701;57931;5.9;31779.66;31375.06;0.3990
381850309;MISTRAL;38185;Grenoble;82;38;381;3898;8223;885;9582;15352;23369;13787;2802;8297;10982;13480;18550;21647;25879;34899;12.5;13260.31;17826.77;0.3845
381850310;RONDEAU-LIBERATION;38185;Grenoble;82;38;381;3898;8223;1165;17338;28315;43480;26142;10412;15795;19539;23085;33944;39973;47787;60501;5.8;23298.90;33107.01;0.3601
381850311;ABRY;38185;Grenoble;82;38;381;3898;8223;1185;14874;22086;33414;18540;8476;13366;16376;19022;25970;31035;35814;45435;5.4;18412.53;25916.29;0.3482
381850401;FOCH OUEST;38185;Grenoble;82;38;381;3898;8223;967;13152;21541;34304;21152;6560;11038;14362;17460;25096;30113;39209;49708;7.6;19915.04;25927.96;0.3910
381850402;FOCH EST;38185;Grenoble;82;38;381;3898;8223;1094;13827;22428;35014;21187;7246;12081;15733;19053;26098;31605;38419;50768;7.0;20992.75;26747.89;0.3764
381850403;GUSTAVE RIVET;38185;Grenoble;82;38;381;3898;8223;1013;14859;23333;35028;20169;8285;13045;16363;19516;27612;32493;39180;50233;6.1;20331.19;27742.82;0.3689
381850404;DIABLES BLEUS;38185;Grenoble;82;38;381;3898;8223;986;17709;28009;46890;29181;10457;15565;19702;23425;33292;41646;53255;70527;6.7;33623.58;36278.56;0.4017
381850405;CLEMENCEAU;38185;Grenoble;82;38;381;3898;8223;989;16691;27681;40285;23594;11164;14979;18581;22667;32223;36991;44822;59343;5.3;22993.26;31986.22;0.3536
381850406;REYNIES;38185;Grenoble;82;38;381;3898;8223;956;19167;30476;48853;29687;12167;16741;21349;25628;36944;44098;53114;64168;5.3;28999.80;36450.44;0.3597
381850407;FERRIE-STALINGRAD;38185;Grenoble;82;38;381;3898;8223;1159;14814;22159;33645;18831;8399;13375;16338;18916;25581;30135;36637;45291;5.4;18435.09;25718.13;0.3423
381850408;PERETTO;38185;Grenoble;82;38;381;3898;8223;1023;16673;26795;43382;26709;9756;14818;18307;22642;32165;39234;47591;60678;6.2;27488.09;32934.43;0.3782
381850409;BAjATIERE OUEST;38185;Grenoble;82;38;381;3898;8223;1462;15762;26168;42567;26805;8388;13520;17931;21541;31552;37984;47015;61303;7.3;23823.24;31783.04;0.3846
381850410;BAjATIERE EST;38185;Grenoble;82;38;381;3898;8223;1104;16562;25165;40773;24211;8927;14767;18019;21417;30643;37209;44500;56113;6.3;25076.90;30946.85;0.3721
381850411;CAPUCHE;38185;Grenoble;82;38;381;3898;8223;1168;13557;20893;32051;18494;7670;11880;14793;17665;24638;28976;36133;48415;6.3;19190.54;25233.16;0.3755
381850412;ALLIES-CLOS D'OR;38185;Grenoble;82;38;381;3898;8223;763;13933;20869;30775;16842;7952;12148;15459;17894;23946;28314;34330;44807;5.6;16725.62;24049.89;0.3488
381850413;ALPINS;38185;Grenoble;82;38;381;3898;8223;967;16605;23420;33126;16521;11494;15003;17610;20321;27064;30931;35335;44361;3.9;13702.13;25803.33;0.2884
381850414;BEAUVERT;38185;Grenoble;82;38;381;3898;8223;1261;11058;20401;36185;25127;7891;9877;12982;16846;25903;32435;39386;48438;6.1;17576.87;25210.65;0.3747
381850501;VALMY;38185;Grenoble;82;38;381;3898;8223;912;12835;20801;32556;19721;6852;10967;14610;17665;24130;29673;35288;45875;6.7;19813.52;24607.88;0.3737
381850502;JEANNE D'ARC;38185;Grenoble;82;38;381;3898;8223;1030;15921;24270;38463;22542;8970;14479;17652;20738;29258;35196;41958;54709;6.1;21598.53;29273.87;0.3612
381850503;ABBAYE;38185;Grenoble;82;38;381;3898;8223;1160;8867;16039;27076;18209;908;6923;10831;13537;18967;23745;30027;41116;45.3;17539.07;19946.77;0.4441
381850504;JOUHAUX;38185;Grenoble;82;38;381;3898;8223;886;9781;16673;27616;17835;2992;8307;11427;14091;19843;24931;31240;39768;13.3;14963.36;19946.49;0.4026
381850505;POTERNE;38185;Grenoble;82;38;381;3898;8223;781;8522;16170;28346;19824;2397;7195;9604;12745;19717;24612;31838;41756;17.4;16714.56;20124.79;0.4358
381850506;PAUL COCAT;38185;Grenoble;82;38;381;3898;8223;586;8007;14442;21192;13185;1305;5892;9317;11817;16252;19161;24109;31416;24.1;12143.55;15946.31;0.4070
381850507;TEISSEIRE;38185;Grenoble;82;38;381;3898;8223;711;10251;17655;27739;17488;3698;8154;11831;14848;21183;25124;30911;40117;10.8;15957.79;20625.23;0.3979
381850601;MALHERBE;38185;Grenoble;82;38;381;3898;8223;932;17073;25557;37133;20060;10677;15092;18787;22317;29146;34041;40126;50339;4.7;16716.71;28499.20;0.3164
381850602;LA BRUYERE;38185;Grenoble;82;38;381;3898;8223;953;17138;27710;43372;26234;10850;14876;19061;22858;33578;39419;48538;63404;5.8;25605.83;33641.22;0.3720
381850603;LES TREMBLES;38185;Grenoble;82;38;381;3898;8223;605;8769;15153;24007;15238;1772;7052;10225;12787;17756;21646;26298;34113;19.3;12818.56;17360.22;0.3984
381850604;ARLEQUIN;38185;Grenoble;82;38;381;3898;8223;628;8001;15152;25241;17240;1696;6691;9495;11928;18179;22582;28191;35675;21.0;13769.99;17734.01;0.4174
381850605;HELBRONNER-GEANTS;38185;Grenoble;82;38;381;3898;8223;1238;11247;19690;31595;20348;4637;9506;13337;16621;24042;29112;35776;45038;9.7;18057.38;23447.98;0.3971
381850606;CONSTANTINE;38185;Grenoble;82;38;381;3898;8223;619;18119;30568;47856;29737;10599;15942;19840;24578;35744;43058;51935;65824;6.2;24968.97;35137.92;0.3653
381850607;BALADINS;38185;Grenoble;82;38;381;3898;8223;697;12656;22035;34302;21646;5260;10761;15192;18278;25402;30296;37801;48319;9.2;17390.54;25029.12;0.3766
381850608;VIGNY-MUSSET;38185;Grenoble;82;38;381;3898;8223;1995;15896;23963;35978;20082;8505;13942;17278;20513;28592;32979;39236;48234;5.7;16698.07;26967.88;0.3329
381850609;VILLAGE OLYMPIQUE NORD;38185;Grenoble;82;38;381;3898;8223;523;12581;20782;31658;19077;5940;10379;14359;17561;24774;29698;34447;43149;7.3;15915.93;23485.86;0.3638
381850610;VILLAGE OLYMPIQUE SUD;38185;Grenoble;82;38;381;3898;8223;401;10164;16061;24594;14430;4198;8621;11359;14089;18563;22481;27539;35872;8.5;13368.98;18681.82;0.3780
381850611;GRAND PLACE ALPEXPO;38185;Grenoble;82;38;381;3898;8223;;;;;;;;;;;;;;;;;
381930101;FONDBONNIERE;38193;L' Isle-d'Abeau;82;38;382;3858;8211;1220;17631;26768;37291;19660;12738;15853;19170;22682;30492;34852;40362;49625;3.9;15694.10;28937.13;0.2941
381930102;ST-HUBERT;38193;L' Isle-d'Abeau;82;38;382;3858;8211;1223;13548;18920;29239;15691;7342;12203;14467;16515;22453;26794;32260;41047;5.6;14624.01;22370.10;0.3415
381930103;LE VILLAGE-COTEAU DE CHASSE;38193;L' Isle-d'Abeau;82;38;382;3858;8211;1469;20559;31833;44112;23553;14356;18497;23187;27907;36040;41056;47489;57658;4.0;20698.03;34805.84;0.2972
381930104;ZONE COMMERCIALE LES SAYES;38193;L' Isle-d'Abeau;82;38;382;3858;8211;;;;;;;;;;;;;;;;;
381930105;TROIS VALLONS-LE LOMBARD;38193;L' Isle-d'Abeau;82;38;382;3858;8211;939;21389;36255;51454;30065;13125;18010;24317;30572;41330;46904;55489;68551;5.2;27267.45;39763.91;0.3401
382290101;BEALIERES;38229;Meylan;82;38;381;3850;8223;888;22591;35856;53968;31377;13811;19740;24898;29784;41967;48961;58289;72799;5.3;23977.93;39955.05;0.3284
382290102;GRAND PRE-BUCLOS-EYMINEES;38229;Meylan;82;38;381;3850;8223;1482;21895;34873;50991;29096;13973;19492;24035;30049;40039;46937;57215;72897;5.2;33556.79;41022.07;0.3557
382290201;AYGUINARDS;38229;Meylan;82;38;381;3850;8223;746;23856;37624;54681;30825;15141;21556;26586;31629;43450;49926;60170;76182;5.0;28230.98;43056.41;0.3340
382290202;REVIREE;38229;Meylan;82;38;381;3850;8223;798;21338;32504;50435;29097;14535;19257;23704;28668;38929;46046;54676;68703;4.7;27583.74;38834.96;0.3331
382290203;PLAINE FLEURIE;38229;Meylan;82;38;381;3850;8223;962;21801;32845;49308;27507;15300;19536;23914;27578;38990;45438;54351;71435;4.7;30400.74;40277.20;0.3527
