IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE2010;NBMEN11;RFMQ111;RFMQ211;RFMQ311;RFMIQ11;RFMD111;RFMD211;RFMD311;RFMD411;RFMD611;RFMD711;RFMD811;RFMD911;RFMRD11;RFMET11
671800404;CEINTURE PRES FORETS;67180;Haguenau;42;67;672;6709;4201;306;20895;31881;45035;24140;;;;;;;;;;
671800501;MUSEAU OUEST;67180;Haguenau;42;67;672;6709;4201;901;17941;30196;49478;31537;11319;16340;19833;24213;36754;43907;54553;75020;6.6;46885.39
671800502;MUSEAU EST;67180;Haguenau;42;67;672;6709;4201;1072;19502;29543;42601;23099;12172;17132;21396;24856;33997;39120;46910;59912;4.9;23360.49
671800503;MARIENTHAL;67180;Haguenau;42;67;672;6709;4201;754;27041;42254;61874;34833;16056;23086;29460;35415;48392;56691;68522;91916;5.7;42560.40
672040101;OUEST;67204;Hoenheim;42;67;676;6744;4205;1119;22293;34250;48620;26327;14327;19951;24197;28710;39073;45381;53101;63928;4.5;22881.05
672040102;CENTRE;67204;Hoenheim;42;67;676;6744;4205;1157;21063;32780;46341;25278;13670;18794;23539;28091;37220;42035;51613;64155;4.7;27439.70
672040103;EST;67204;Hoenheim;42;67;676;6744;4205;834;22947;33905;49942;26995;15742;20674;24531;29373;38677;46400;53046;65847;4.2;28391.21
672040104;SUD EST;67204;Hoenheim;42;67;676;6744;4205;738;20376;30456;41269;20893;15186;18668;22525;26792;34313;38697;44319;53206;3.5;17546.85
672040105;NORD;67204;Hoenheim;42;67;676;6744;4205;939;16772;26396;40106;23334;9932;15212;18646;22016;31511;37091;43059;52269;5.3;18861.67
672180101;SUD OUEST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;101;22847;35996;54518;31671;;;;;;;;;;
672180102;CENTRE OUEST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;921;21917;34808;51287;29370;15310;19744;24583;29406;41565;47121;55904;74792;4.9;37382.08
672180103;OUEST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1612;21259;32035;48401;27142;13960;18972;23415;27467;38296;44943;53490;69677;5.0;27358.21
672180104;CENTRE;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1682;19386;30573;48875;29489;13041;17461;21201;25735;37035;44145;53780;70830;5.4;30574.71
672180201;EST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1681;19838;32138;49312;29474;11370;17514;22177;27063;38700;45648;54486;71501;6.3;33909.32
672180202;NORD OUEST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1130;21203;34671;53362;32159;13167;18616;24300;29504;42343;48977;60477;77974;5.9;50423.38
672180203;CENTRE NORD;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1090;18424;28385;43133;24709;12042;16759;20227;24572;33202;39371;47536;61401;5.1;26132.97
672180301;CENTRE EST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;927;17432;24945;39371;21939;10000;15762;18894;21903;30208;35857;43306;54347;5.4;22290.67
672180302;CENTRE SUD;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1016;11299;18071;27626;16327;2675;9099;12643;15418;21276;25297;30991;38304;14.3;13384.48
672180303;SUD EST;67218;Illkirch-Graffenstaden;42;67;676;6742;4205;1320;21622;35504;55030;33408;14048;19217;24126;29144;42603;50106;59712;78428;5.6;32337.91
672670101;NORD EST;67267;Lingolsheim;42;67;676;6742;4205;1515;19538;30503;44096;24558;13326;17629;21704;25803;35070;41251;47786;59964;4.5;25689.10
672670102;NORD OUEST;67267;Lingolsheim;42;67;676;6742;4205;987;21641;35008;52815;31174;14280;19396;24178;29354;40363;48689;56880;72296;5.1;30164.97
672670201;EST;67267;Lingolsheim;42;67;676;6742;4205;;;;;;;;;;;;;;;
672670202;CENTRE EST;67267;Lingolsheim;42;67;676;6742;4205;1109;10774;19514;30903;20129;1079;8089;12786;16031;23366;28471;34490;44981;41.7;17602.79
672670203;SUD EST;67267;Lingolsheim;42;67;676;6742;4205;1026;19533;31034;48742;29209;12950;17361;21490;25914;37994;44690;53264;70170;5.4;27368.62
672670301;CENTRE;67267;Lingolsheim;42;67;676;6742;4205;1005;19866;32104;49409;29543;14100;17998;22233;26459;38722;45111;55423;72623;5.2;28687.99
672670302;SUD OUEST;67267;Lingolsheim;42;67;676;6742;4205;1610;21295;33366;49577;28282;14129;19101;23306;27772;38171;45730;54423;70729;5.0;36582.38
673480101;OUEST;67348;Obernai;42;67;675;6716;4202;840;22201;34924;54665;32464;14763;20053;24665;29708;42366;49711;61267;84720;5.7;47199.07
673480102;NORD;67348;Obernai;42;67;675;6716;4202;1555;20472;32704;50164;29692;13931;18609;22420;27123;38156;46143;55908;76542;5.5;91773.70
673480103;CENTRE;67348;Obernai;42;67;675;6716;4202;871;16759;25661;41319;24560;10836;15151;17868;21352;31595;37054;46686;63101;5.8;28204.82
673480104;EST;67348;Obernai;42;67;675;6716;4202;700;14921;21100;31638;16717;9440;13297;15822;18448;23892;28405;34439;41682;4.4;14643.45
673480105;SUD;67348;Obernai;42;67;675;6716;4202;865;21129;33364;49697;28568;15116;19123;23082;27927;38941;46229;54462;71602;4.7;44865.09
673650101;OUEST;67365;Ostwald;42;67;676;6742;4205;;;;;;;;;;;;;;;
673650102;EST;67365;Ostwald;42;67;676;6742;4205;871;22814;37373;53272;30458;14460;20637;25284;30654;42991;49250;58501;77892;5.4;35269.17
673650103;NORD;67365;Ostwald;42;67;676;6742;4205;1385;15413;22386;34014;18601;8072;13741;16561;19479;26132;31373;37261;47851;5.9;17569.56
673650104;CENTRE;67365;Ostwald;42;67;676;6742;4205;1168;22910;36973;54607;31697;15948;20710;25828;31547;43350;50495;60802;78035;4.9;39065.04
673650105;SUD;67365;Ostwald;42;67;676;6742;4205;1356;19994;32231;48662;28668;12660;17920;21854;27116;38012;44595;54034;71064;5.6;35017.52
674370101;NORD;67437;Saverne;42;67;674;6721;4203;1350;18305;29062;47665;29360;12069;16469;20697;24463;35118;42827;52049;68981;5.7;47431.34
674370102;OUEST;67437;Saverne;42;67;674;6721;4203;;;;;;;;;;;;;;;
674370103;SUD;67437;Saverne;42;67;674;6721;4203;1003;22457;35465;60687;38230;13625;19141;25149;30332;43501;54404;67670;86401;6.3;43404.10
674370104;CENTRE;67437;Saverne;42;67;674;6721;4203;1011;12709;20110;32091;19382;5756;10869;14083;17066;24086;29343;35716;48350;8.4;19689.48
674370105;SUD EST;67437;Saverne;42;67;674;6721;4203;971;16200;26543;44820;28620;8391;14187;17855;21911;31636;40771;50355;68792;8.2;36762.89
674370109;EST;67437;Saverne;42;67;674;6721;4203;936;15076;23754;37339;22263;7574;13506;17265;20319;28709;34225;40270;51426;6.8;20948.90
674470101;NORD NORD EST;67447;Schiltigheim;42;67;676;6722;4205;117;19031;30080;52827;33796;;;;;;;;;;
674470102;EST;67447;Schiltigheim;42;67;676;6722;4205;1117;13637;21627;32816;19179;6406;11895;15423;18564;25766;30238;36044;46269;7.2;18234.82
674470103;SUD EST;67447;Schiltigheim;42;67;676;6722;4205;1706;16615;25628;41315;24700;9067;14329;18243;22068;30924;37755;45607;61070;6.7;39665.07
674470201;NORD EST;67447;Schiltigheim;42;67;676;6722;4205;1132;16739;24934;39315;22577;9963;15112;18552;21552;29918;35750;43051;58590;5.9;27538.85
674470202;CENTRE SUD EST;67447;Schiltigheim;42;67;676;6722;4205;1058;14237;23037;38911;24674;5027;12062;15847;19122;28546;34500;43411;59395;11.8;27603.69
674470203;CENTRE NORD EST;67447;Schiltigheim;42;67;676;6722;4205;1221;12982;20308;34210;21228;6567;11252;14764;17422;25152;30581;38013;50265;7.7;22614.79
674470301;CENTRE CENTRE NORD;67447;Schiltigheim;42;67;676;6722;4205;1644;16600;25454;39888;23288;8515;14526;18136;21425;30602;36578;43719;56982;6.7;25166.33
674470302;CENTRE NORD 1;67447;Schiltigheim;42;67;676;6722;4205;1108;12955;21343;34012;21058;5324;10732;14670;17830;25521;30529;37481;49355;9.3;23676.19
674470401;CENTRE NORD 2;67447;Schiltigheim;42;67;676;6722;4205;1018;12284;19542;29760;17476;4953;10036;13929;16796;23226;27320;33437;43623;8.8;16449.98
674470402;CENTRE NORD OUEST;67447;Schiltigheim;42;67;676;6722;4205;1256;16315;25515;37945;21630;8668;14387;18043;21493;29691;34658;41829;53894;6.2;31443.15
674470501;CENTRE SUD;67447;Schiltigheim;42;67;676;6722;4205;982;16615;26498;40588;23973;9770;15139;18728;22563;31398;36944;44210;56413;5.8;68917.39
674470502;OUEST;67447;Schiltigheim;42;67;676;6722;4205;1403;18176;27085;40681;22505;10670;16308;20107;23541;32002;37311;44275;55914;5.2;24582.02
674620101;CENTRE;67462;Sélestat;42;67;675;6724;4204;1766;11613;18395;29151;17538;4962;9762;13270;15803;21637;26243;33374;45421;9.2;22868.01
674620102;CENTRE EST;67462;Sélestat;42;67;675;6724;4204;978;20899;33575;49343;28444;12965;18633;22933;27303;39407;45428;53885;69921;5.4;39883.27
674620103;CENTRE OUEST;67462;Sélestat;42;67;675;6724;4204;846;18843;28418;44521;25678;12937;17209;20434;24239;33498;40396;48649;66215;5.1;37391.32
674620104;CENTRE NORD;67462;Sélestat;42;67;675;6724;4204;1218;15631;26551;41748;26117;8678;13900;17432;21589;31531;37908;46670;62413;7.2;36365.33
674620105;CENTRE SUD;67462;Sélestat;42;67;675;6724;4204;1232;18594;28074;43459;24865;13090;16830;20661;24062;33360;39674;47050;61874;4.7;34264.07
674620106;SUD OUEST;67462;Sélestat;42;67;675;6724;4204;1136;17054;26166;40119;23065;11401;15808;18801;22417;30615;36986;43804;58563;5.1;24558.18
674620107;NORD OUEST;67462;Sélestat;42;67;675;6724;4204;818;21198;32297;47565;26367;15269;19528;22915;27244;38382;43830;52518;66980;4.4;28778.09
674620108;NORD;67462;Sélestat;42;67;675;6724;4204;84;19604;29599;43017;23414;;;;;;;;;;
674620109;SUD EST                              ZON;67462;Sélestat;42;67;675;6724;4204;478;22631;35206;51385;28754;;;;;;;;;;
674820101;MAIRIE NORD;67482;Strasbourg;42;67;678;6799;4205;993;17276;31127;56893;39617;7095;14039;20076;24797;38772;50022;65371;97639;13.8;226120.03
674820102;MAIRIE SUD;67482;Strasbourg;42;67;678;6799;4205;1426;14433;26496;47219;32786;6171;12095;16886;21455;32493;42353;54371;76076;12.3;57399.41
674820201;PETITE FRANCE NORD EST;67482;Strasbourg;42;67;678;6799;4205;1057;12610;23149;39986;27376;5500;10552;14762;18452;28753;35543;45672;65454;11.9;36053.88
674820202;PETITE FRANCE NORD OUEST;67482;Strasbourg;42;67;678;6799;4205;964;11762;22530;37972;26210;5267;10098;14002;18092;27316;33419;44306;64670;12.3;39488.26
674820203;PETITE FRANCE CENTRE;67482;Strasbourg;42;67;678;6799;4205;909;15046;25710;45818;30772;5603;12661;17215;20996;32375;40897;52276;75799;13.5;37900.03
674820204;PETITE FRANCE SUD;67482;Strasbourg;42;67;678;6799;4205;903;14741;24411;42474;27733;;;;;;;;;;
674820301;GARE SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;1325;8491;17354;28298;19807;946;6833;10148;13921;21251;25718;32695;42820;45.3;17609.45
674820302;GARE SUD EST;67482;Strasbourg;42;67;678;6799;4205;1160;12766;22398;38759;25993;4034;10331;14792;18903;26586;34295;43811;55578;13.8;24236.18
674820303;GARE NORD OUEST;67482;Strasbourg;42;67;678;6799;4205;812;10327;21162;37294;26967;1641;7938;12469;17052;26723;33524;42607;54933;33.5;21819.82
674820304;GARE CENTRE;67482;Strasbourg;42;67;678;6799;4205;1080;11967;21163;33873;21906;4205;9684;13840;17418;25178;30867;38888;54708;13.0;25883.91
674820305;GARE NORD EST;67482;Strasbourg;42;67;678;6799;4205;1315;13565;22050;36203;22638;5603;11412;15168;18986;26216;32709;43455;62087;11.1;31028.56
674820401;POINCARE OUEST;67482;Strasbourg;42;67;678;6799;4205;1477;16349;28693;48223;31874;6849;14235;18532;23183;35410;43218;54619;75003;11.0;32780.50
674820402;POINCARE EST;67482;Strasbourg;42;67;678;6799;4205;1186;13553;24562;44280;30727;5532;11369;15930;19626;29999;38404;50158;69071;12.5;50836.52
674820501;KABLE NORD;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674820502;KABLE SUD EST;67482;Strasbourg;42;67;678;6799;4205;1181;17459;32518;53970;36511;7826;15016;20339;26370;39219;48635;61188;82248;10.5;36509.54
674820503;KABLE SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;1072;18229;33467;54727;36499;7381;15703;20607;27096;40713;49528;61746;87908;11.9;40852.92
674820601;CONTADES SUD;67482;Strasbourg;42;67;678;6799;4205;1238;25423;50059;88701;63278;11068;20400;30341;40138;64020;78582;100227;140108;12.7;107887.67
674820602;CONTADES CENTRE;67482;Strasbourg;42;67;678;6799;4205;1148;27879;54398;97020;69141;11993;23282;33661;42756;68375;86826;110671;172117;14.4;125112.40
674820603;CONTADES NORD;67482;Strasbourg;42;67;678;6799;4205;539;21686;35675;57484;35798;;;;;;;;;;
674820701;ORANGERIE EST;67482;Strasbourg;42;67;678;6799;4205;1594;27979;56694;99649;71670;10881;22984;33349;43803;69645;86227;113449;175330;16.1;108827.86
674820702;ORANGERIE OUEST;67482;Strasbourg;42;67;678;6799;4205;854;25812;49035;83759;57947;9818;21017;29876;38787;60728;75249;99755;143288;14.6;91185.49
674820801;FORET NOIRE EST;67482;Strasbourg;42;67;678;6799;4205;932;23977;38553;63347;39370;12097;19925;26779;32159;46458;57493;70420;96908;8.0;54985.84
674820802;FORET NOIRE CENTRE;67482;Strasbourg;42;67;678;6799;4205;768;18199;33276;52161;33963;7097;15388;21030;27014;40147;46824;58815;77612;10.9;37625.78
674820803;FORET NOIRE OUEST;67482;Strasbourg;42;67;678;6799;4205;771;19657;37164;63153;43496;9420;16710;23113;28913;45789;56916;70176;98686;10.5;48119.93
674820804;FORET NOIRE SUD;67482;Strasbourg;42;67;678;6799;4205;815;20691;40861;67700;47009;8970;17441;24054;31298;50808;61185;76729;111927;12.5;66184.44
674820901;VAUBAN SUD;67482;Strasbourg;42;67;678;6799;4205;1066;7136;15254;25013;17877;652;5603;9275;12296;18655;22526;28278;39575;60.7;20535.99
674820902;VAUBAN EST;67482;Strasbourg;42;67;678;6799;4205;1227;9999;18098;29391;19392;2703;8071;11944;15625;21901;25808;32488;44265;16.4;18624.44
674820903;VAUBAN OUEST;67482;Strasbourg;42;67;678;6799;4205;981;18506;31039;48251;29745;6347;15690;20822;25898;36436;42968;53121;66011;10.4;26231.62
674821001;ESPLANADE SUD EST;67482;Strasbourg;42;67;678;6799;4205;1590;16109;23518;36303;20194;9327;14694;17224;20622;27604;32845;40836;54250;5.8;21818.22
674821002;ESPLANADE SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;943;8340;17935;28998;20658;1734;5975;10753;14818;21660;25905;32758;41444;23.9;15692.89
674821004;ESPLANADE NORD EST;67482;Strasbourg;42;67;678;6799;4205;984;10162;22205;38728;28566;1401;7232;12629;17577;27931;34007;42514;54257;38.7;26010.53
674821005;ESPLANADE NORD OUEST;67482;Strasbourg;42;67;678;6799;4205;1066;17195;32061;51455;34260;4070;13144;19893;25409;38163;45695;58801;76637;18.8;32848.90
674821101;KRUTENAU CENTRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1198;12096;20951;34738;22642;4447;9715;14425;17585;25328;31280;38846;55262;12.4;27789.05
674821102;KRUTENAU CENTRE EST;67482;Strasbourg;42;67;678;6799;4205;1446;15474;24166;37692;22218;7584;13543;16903;20727;28894;34430;42226;56378;7.4;23726.69
674821103;KRUTENAU NORD OUEST;67482;Strasbourg;42;67;678;6799;4205;1035;14019;23581;41152;27133;6140;12007;15958;19937;29404;35771;47782;69042;11.2;34150.25
674821104;KRUTENAU NORD EST;67482;Strasbourg;42;67;678;6799;4205;1280;10817;19013;32617;21800;4218;8640;12289;16091;23509;28945;37058;53487;12.7;26497.52
674821201;NEUDORF OUEST SUD-EST;67482;Strasbourg;42;67;678;6799;4205;1003;15827;25829;40515;24688;6691;13756;17087;21693;30618;36869;44719;60280;9.0;23325.45
674821202;NEUDORF OUEST CENTRE-EST;67482;Strasbourg;42;67;678;6799;4205;1043;16050;25073;38132;22082;8693;14253;17801;21407;30182;35489;42404;54659;6.3;26235.33
674821203;NEUDORF OUEST SUD;67482;Strasbourg;42;67;678;6799;4205;937;15164;26502;48265;33101;4845;12096;17321;21685;33188;43083;52937;70858;14.6;35121.37
674821204;NEUDORF OUEST CENTRE-OUEST;67482;Strasbourg;42;67;678;6799;4205;1031;15550;25537;42184;26634;7554;13719;16997;20271;30763;37152;47466;59581;7.9;26180.51
674821205;NEUDORF OUEST NORD-OUEST;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674821206;NEUDORF OUEST CENTRE;67482;Strasbourg;42;67;678;6799;4205;1394;15908;24801;38785;22877;6467;13465;17554;21141;29088;34618;43106;58417;9.0;25432.26
674821207;NEUDORF OUEST NORD EST;67482;Strasbourg;42;67;678;6799;4205;675;15753;27082;44757;29004;;;;;;;;;;
674821301;ELSAU CENTRE;67482;Strasbourg;42;67;678;6799;4205;1351;11380;19642;33301;21921;3100;9084;13239;16476;23523;29789;38150;54086;17.4;24454.89
674821302;ELSAU OUEST;67482;Strasbourg;42;67;678;6799;4205;852;7060;16914;27747;20688;0;4809;9396;13114;20205;24619;31345;41280;;21780.78
674821303;ELSAU EST;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674821401;MONTAGNE VERTE SUD EST;67482;Strasbourg;42;67;678;6799;4205;758;13948;22141;33012;19064;7049;12091;15366;18696;25236;30005;36459;46613;6.6;21932.32
674821402;MONTAGNE VERTE SUD;67482;Strasbourg;42;67;678;6799;4205;662;20417;30940;46186;25769;13981;18558;22333;26104;37329;42626;49807;60322;4.3;19889.05
674821403;MONTAGNE VERTE CENTRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1522;12458;19629;30697;18239;4269;10386;14317;17105;22973;27245;34316;45672;10.7;18047.20
674821404;MONTAGNE VERTE NORD OUEST;67482;Strasbourg;42;67;678;6799;4205;916;11589;19825;33125;21536;4356;9656;13513;16842;23785;29682;36619;47204;10.8;19932.16
674821405;MONTAGNE VERTE NORD EST;67482;Strasbourg;42;67;678;6799;4205;1152;15911;26395;40997;25086;7267;13437;17588;21490;31482;37610;45365;60545;8.3;24001.20
674821501;KOENIGSHOFFEN EST OUEST;67482;Strasbourg;42;67;678;6799;4205;1143;13138;20461;31266;18128;4891;11258;14939;17438;24125;28247;34150;43913;9.0;15735.97
674821502;KOENIGSHOFFEN EST EST;67482;Strasbourg;42;67;678;6799;4205;1449;13391;21682;32170;18779;5809;11404;15388;18339;25165;29304;34915;44854;7.7;17951.25
674821503;KOENIGSHOFFEN EST SUD;67482;Strasbourg;42;67;678;6799;4205;937;14107;23750;40638;26531;5787;12026;16138;20114;29011;36000;43906;59115;10.2;29963.54
674821601;KOENIGSHOFFEN OUEST CENTRE-OUEST;67482;Strasbourg;42;67;678;6799;4205;1158;13570;20064;30478;16908;6050;11665;15421;17640;23666;27786;33603;42294;7.0;21227.70
674821603;KOENIGSHOFFEN OUEST NORD-OUEST;67482;Strasbourg;42;67;678;6799;4205;2118;15703;23662;35774;20071;8138;13958;17341;20536;27902;33172;38712;47394;5.8;17159.27
674821604;KOENIGSHOFFEN OUEST NORD-EST;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674821605;KOENIGSHOFFEN OUEST SUD;67482;Strasbourg;42;67;678;6799;4205;298;16082;26221;42953;26871;;;;;;;;;;
674821606;KOENIGSHOFFEN OUEST CENTRE-EST;67482;Strasbourg;42;67;678;6799;4205;2359;15208;23636;37154;21946;8741;13580;16878;20161;28235;33794;40989;53433;6.1;23459.11
674821701;HAUTEPIERRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1032;8158;15881;24026;15869;17;5562;10148;13370;18463;21826;27213;35843;2108.4;13871.26
674821702;HAUTEPIERRE NORD EST;67482;Strasbourg;42;67;678;6799;4205;829;7975;16784;26153;18178;960;5747;9953;13265;19725;23967;29171;37436;39.0;15433.40
674821703;HAUTEPIERRE NORD;67482;Strasbourg;42;67;678;6799;4205;863;7436;16751;27316;19880;20;5368;9399;13443;20342;24692;31440;43035;2151.8;28369.07
674821704;HAUTEPIERRE SUD EST;67482;Strasbourg;42;67;678;6799;4205;1223;9158;18303;28054;18896;2476;7477;11247;14958;21999;25951;30932;38601;15.6;15333.18
674821705;HAUTEPIERRE CENTRE;67482;Strasbourg;42;67;678;6799;4205;691;13080;23688;37048;23968;4537;10480;15372;19185;28385;34318;41555;52909;11.7;22239.91
674821801;CRONENBOURG OUEST SUD;67482;Strasbourg;42;67;678;6799;4205;1457;18886;29988;44240;25354;13010;17207;21441;25359;34936;40801;48835;65292;5.0;26473.14
674821802;CRONENBOURG OUEST NORD-EST;67482;Strasbourg;42;67;678;6799;4205;866;7711;14586;24318;16607;25;5580;9541;11969;17603;21351;26981;34703;1388.1;14586.87
674821803;CRONENBOURG OUEST NORD-OUEST;67482;Strasbourg;42;67;678;6799;4205;198;8205;13635;21634;13429;;;;;;;;;;
674821804;CRONENBOURG OUEST EST;67482;Strasbourg;42;67;678;6799;4205;849;12345;20472;30985;18640;4138;9968;14232;17387;23831;28207;34293;44732;10.8;16765.49
674821805;CRONENBOURG OUEST OUEST;67482;Strasbourg;42;67;678;6799;4205;1017;10737;17763;28598;17861;3273;9069;12255;14728;21839;26072;32526;40156;12.3;14578.26
674821901;CRONENBOURG EST NORD-EST;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674821902;CRONENBOURG EST NORD-OUEST;67482;Strasbourg;42;67;678;6799;4205;980;17055;26097;40673;23618;9549;15084;18543;22092;30489;36781;45292;62218;6.5;26186.25
674821903;CRONENBOURG EST CENTRE-EST;67482;Strasbourg;42;67;678;6799;4205;1117;17922;27747;41854;23932;10219;16023;20011;23253;32460;37700;46912;61114;6.0;23380.68
674821904;CRONENBOURG EST CENTRE-OUEST;67482;Strasbourg;42;67;678;6799;4205;1080;14490;21854;34199;19709;7773;13181;15566;18464;25393;30810;38821;53487;6.9;22329.37
674821905;CRONENBOURG EST SUD;67482;Strasbourg;42;67;678;6799;4205;1126;16283;24553;37860;21577;8438;14811;17642;21067;28868;34073;41221;53609;6.4;26888.57
674822001;CITE DE L'ILL OUEST;67482;Strasbourg;42;67;678;6799;4205;1022;10998;18599;27617;16619;3219;9516;12608;15542;21652;25285;30153;37230;11.6;13260.58
674822002;CITE DE L'ILL EST;67482;Strasbourg;42;67;678;6799;4205;762;10393;17735;28979;18586;1805;8534;11978;14768;21738;26326;31700;44617;24.7;22773.41
674822101;ROBERTSAU SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;902;19532;34633;57175;37643;10632;17303;22337;28329;41721;51452;64167;87314;8.2;55069.13
674822102;ROBERTSAU OUEST;67482;Strasbourg;42;67;678;6799;4205;1131;19606;33034;55367;35761;10081;16948;22339;27685;39932;49370;62255;93385;9.3;154579.10
674822103;ROBERTSAU NORD;67482;Strasbourg;42;67;678;6799;4205;1497;20719;33102;53832;33113;11653;18233;23057;27421;40221;48435;62321;89466;7.7;43832.40
674822104;ROBERTSAU CENTRE;67482;Strasbourg;42;67;678;6799;4205;943;21637;36790;64114;42477;13049;19309;24654;29671;45387;56504;73486;103123;7.9;71876.56
674822105;ROBERTSAU SUD EST;67482;Strasbourg;42;67;678;6799;4205;1482;21599;36863;60371;38772;11313;18370;24299;30178;45058;54292;68066;92670;8.2;55687.44
674822106;ROBERTSAU EST;67482;Strasbourg;42;67;678;6799;4205;1155;24278;42680;68900;44622;14221;21233;28264;34818;50236;60940;77226;110846;7.8;67568.87
674822201;PORT DU RHIN CENTRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1068;12096;21014;34633;22537;2912;9376;13629;17687;25155;30873;38123;48807;16.8;36950.86
674822202;PORT DU RHIN CENTRE EST;67482;Strasbourg;42;67;678;6799;4205;608;4730;12302;20711;15981;;;;;;;;;;
674822203;PORT DU RHIN NORD;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674822204;PORT DU RHIN CENTRE;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674822205;PORT DU RHIN SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674822206;PORT DU RHIN SUD;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674822301;NEUDORF EST SUD;67482;Strasbourg;42;67;678;6799;4205;768;16624;26190;39378;22754;7122;14256;18240;22197;30721;36096;41612;51574;7.2;20376.13
674822302;NEUDORF EST CENTRE EST;67482;Strasbourg;42;67;678;6799;4205;788;12000;19168;30399;18400;3727;10061;13679;16329;23166;27768;35010;47158;12.7;17852.30
674822303;NEUDORF EST CENTRE;67482;Strasbourg;42;67;678;6799;4205;1204;15339;24385;37094;21756;8036;13569;17172;20717;28702;33777;40635;52456;6.5;23025.54
674822304;NEUDORF EST CENTRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1391;15351;24309;40670;25319;7273;12964;17050;20620;29752;37016;45766;61556;8.5;26844.35
674822305;NEUDORF EST NORD;67482;Strasbourg;42;67;678;6799;4205;;;;;;;;;;;;;;;
674822401;NEUDORF SUD SUD;67482;Strasbourg;42;67;678;6799;4205;1195;13144;21089;34297;21153;4883;11191;15627;18233;25534;31166;38910;50124;10.3;21851.90
674822402;NEUDORF SUD SUD EST;67482;Strasbourg;42;67;678;6799;4205;1289;16547;27130;42620;26073;7318;14103;18536;22483;33089;39082;46841;59883;8.2;26109.74
674822403;NEUDORF SUD CENTRE EST;67482;Strasbourg;42;67;678;6799;4205;980;13968;23028;36995;23027;5422;11887;15768;19118;27344;32629;40616;53595;9.9;21582.85
674822404;NEUDORF SUD NORD;67482;Strasbourg;42;67;678;6799;4205;1001;16172;25124;39226;23054;7597;14014;18163;21672;29792;35701;42223;55687;7.3;23647.47
674822405;NEUDORF SUD CENTRE;67482;Strasbourg;42;67;678;6799;4205;1052;15079;23762;37374;22295;6808;13273;16970;20329;27438;34239;42526;55285;8.1;23383.65
674822406;NEUDORF SUD CENTRE OUEST;67482;Strasbourg;42;67;678;6799;4205;1004;15859;24824;37816;21957;8682;14327;17394;20563;29318;34539;41421;51526;5.9;21152.66
674822407;NEUDORF SUD SUD OUEST;67482;Strasbourg;42;67;678;6799;4205;1075;17069;26370;39927;22858;9104;15406;18597;22059;31204;36259;43688;54486;6.0;24121.79
674822501;PLAINE DES BOUCHERS OUEST;67482;Strasbourg;42;67;678;6799;4205;360;10268;22512;40568;30300;;;;;;;;;;
674822502;PLAINE DES BOUCHERS EST;67482;Strasbourg;42;67;678;6799;4205;953;24766;41211;64619;39853;15139;21951;27188;33578;50028;58986;74520;101046;6.7;68608.58
674822503;PLAINE DES BOUCHERS CENTRE;67482;Strasbourg;42;67;678;6799;4205;754;20594;33760;54559;33965;11997;18068;23179;27768;40397;48146;62328;84487;7.0;46987.21
674822601;CANARDIERE OUEST OUEST;67482;Strasbourg;42;67;678;6799;4205;1766;15564;24896;37995;22431;7460;13428;17334;20826;29153;34450;42295;56678;7.6;27886.85
674822602;CANARDIERE OUEST EST;67482;Strasbourg;42;67;678;6799;4205;921;14212;21077;30923;16711;5345;12451;15896;18241;24366;28579;34342;42260;7.9;15199.76
674822702;CANARDIERE EST EST;67482;Strasbourg;42;67;678;6799;4205;950;6139;12651;21328;15189;0;4446;7777;10380;15647;18759;23554;31134;;13041.77
